ID,Fecha_Registro,Etapa_Cadena,Region_Origen,Tipo_Certificacion,Metodo_Transporte,Canal_Comercializacion,Rendimiento_ha_ton,Dias_Cosecha_Procesamiento,Perdidas_Acopio_porcentaje,Tiempo_Fritura_min,Costo_Produccion_USD_kg,Precio_Venta_USD_kg,Puntuacion_Calidad_1_10,ID_Lote,Margen_Ganancia_USD_kg,Eficiencia_Logistica_porcentaje,Precio_Relativo,Apreciacion_Producto,Puntuacion_Calidad_Antes
286,2024-04-28,Distribución,Costa,Convencional,Mixto,No aplica,"19,97",3,"9,98","4,1","1,7","6,49","9,5",L286-Cos,"4,79","90,02","3,817647059",Positiva,"8,4"
287,2024-01-11,Procesamiento,Selva,Convencional,Refrigerado,No aplica,"17,54",4,"8,72","6,6","1,74","4,34","4,4",L287-Sel,"2,6","91,28","2,494252874",Negativa,4
288,2024-02-25,Distribución,Costa,Convencional,No refrigerado,No aplica,"21,78",5,"9,81","6,3","1,77","5,76","5,8",L288-Cos,"3,99","90,19","3,254237288",Negativa,"4,5"
289,2024-06-14,Cosecha,Costa,Convencional,Refrigerado,No aplica,"19,17",5,"3,44","4,6","1,61","4,59","5,4",L289-Cos,"2,98","96,56","2,850931677",Negativa,4
290,2024-04-21,Venta,Costa,Convencional,No refrigerado,Supermercados,"24,7",6,"6,35","6,3","1,1","7,25","7,4",L290-Cos,"6,15","93,65","6,590909091",Positiva,"6,3"
291,2024-04-15,Cosecha,Sierra,Convencional,Mixto,No aplica,"21,86",7,"5,93","5,4","1,53","6,3","5,9",L291-Sie,"4,77","94,07","4,117647059",Negativa,"5,1"
292,2024-02-07,Acopio,Sierra,Convencional,Mixto,No aplica,"17,3",5,"6,66","5,4","1,46","6,24","8,3",L292-Sie,"4,78","93,34","4,273972603",Positiva,"7,2"
293,2024-07-06,Venta,Costa,Convencional,No refrigerado,Supermercados,25,6,"9,23","6,5","1,31","8,94","6,6",L293-Cos,"7,63","90,77","6,824427481",Negativa,6
294,2024-07-26,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"24,95",5,"4,16","6,6","1,29","5,63","5,2",L294-Cos,"4,34","95,84","4,364341085",Negativa,4
295,2024-12-14,Acopio,Selva,En transición,No refrigerado,No aplica,"18,95",4,"11,57","6,7","1,14","6,92","5,5",L295-Sel,"5,78","88,43","6,070175439",Negativa,"4,9"
296,2024-07-23,Distribución,Costa,Convencional,Refrigerado,No aplica,"22,82",4,3,"6,6","1,59","6,51","6,8",L296-Cos,"4,92",97,"4,094339623",Negativa,6
297,2024-07-05,Acopio,Costa,Convencional,Refrigerado,No aplica,20,3,"3,28","4,9","1,01","4,95","6,5",L297-Cos,"3,94","96,72","4,900990099",Negativa,"5,2"
298,2024-12-03,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"24,74",2,"7,93","6,8","1,18","6,83","8,3",L298-Cos,"5,65","92,07","5,788135593",Positiva,"7,2"
299,2024-11-08,Cosecha,Costa,Orgánico,Refrigerado,No aplica,25,1,"4,81","6,3","1,62","6,51","8,5",L299-Cos,"4,89","95,19","4,018518519",Positiva,"7,6"
300,2024-07-08,Procesamiento,Sierra,Orgánico,Refrigerado,No aplica,15,4,"6,35","4,3","2,11","5,12","7,3",L300-Sie,"3,01","93,65","2,426540284",Positiva,"6,3"
301,2024-12-07,Distribución,Costa,Convencional,Refrigerado,No aplica,25,1,"4,66",6,"1,37","7,72",9,L301-Cos,"6,35","95,34","5,635036496",Positiva,"7,6"
302,2024-12-24,Cosecha,Costa,Convencional,No refrigerado,No aplica,"20,56",4,"5,05",5,"1,09","4,17","8,1",L302-Cos,"3,08","94,95","3,825688073",Positiva,"7,3"
303,2024-04-14,Acopio,Sierra,Convencional,Refrigerado,No aplica,"18,83",2,"9,39",5,"1,26","6,71","8,5",L303-Sie,"5,45","90,61","5,325396825",Positiva,"7,1"
304,2024-07-26,Acopio,Costa,Convencional,Refrigerado,No aplica,"21,14",4,"4,83",5,"1,63","7,74","6,1",L304-Cos,"6,11","95,17","4,748466258",Negativa,"5,5"
305,2024-03-13,Procesamiento,Costa,Orgánico,Refrigerado,No aplica,"19,97",5,"4,68","5,5","1,75","5,88","9,2",L305-Cos,"4,13","95,32","3,36",Positiva,"7,9"
306,2024-06-10,Distribución,Costa,Convencional,Mixto,No aplica,"23,13",3,"3,05","4,6","1,46","5,64","8,4",L306-Cos,"4,18","96,95","3,863013699",Positiva,"7,1"
307,2024-08-01,Venta,Costa,Convencional,Refrigerado,Supermercados,"21,71",2,"4,29",5,"1,23","9,32","6,3",L307-Cos,"8,09","95,71","7,577235772",Negativa,"5,6"
308,2024-03-31,Cosecha,Costa,Orgánico,Refrigerado,No aplica,"23,55",1,"4,34","5,1","1,55","4,87","9,5",L308-Cos,"3,32","95,66","3,141935484",Positiva,"8,6"
309,2024-06-29,Venta,Costa,Convencional,No refrigerado,Tiendas especializadas,"18,69",2,"3,58","4,8","1,58","7,49",6,L309-Cos,"5,91","96,42","4,740506329",Negativa,"5,3"
310,2024-03-30,Procesamiento,Costa,En transición,Refrigerado,No aplica,"22,3",1,"9,9","5,9","1,66","4,89","6,7",L310-Cos,"3,23","90,1","2,945783133",Negativa,"5,5"
311,2024-03-16,Distribución,Costa,Convencional,Refrigerado,No aplica,"24,74",2,"6,02",5,"0,85","4,21","7,2",L311-Cos,"3,36","93,98","4,952941176",Positiva,"6,2"
312,2024-01-08,Procesamiento,Costa,En transición,No refrigerado,No aplica,"22,83",3,"10,76","6,5","1,28","5,4","6,2",L312-Cos,"4,12","89,24","4,21875",Negativa,"5,1"
313,2024-11-05,Cosecha,Costa,Convencional,Refrigerado,No aplica,"21,12",5,"8,89","4,7","1,18","7,23","8,9",L313-Cos,"6,05","91,11","6,127118644",Positiva,"8,2"
314,2024-08-29,Distribución,Costa,Convencional,Refrigerado,No aplica,"21,72",2,"3,23","5,4","1,21","4,64","6,6",L314-Cos,"3,43","96,77","3,834710744",Negativa,"5,9"
315,2024-06-11,Venta,Costa,Convencional,Refrigerado,Supermercados,"22,53",3,"3,31","6,1","1,45","6,93","6,3",L315-Cos,"5,48","96,69","4,779310345",Negativa,"5,8"
316,2024-08-26,Acopio,Selva,Convencional,No refrigerado,No aplica,"15,88",2,"6,11","6,3","1,33","6,15","6,3",L316-Sel,"4,82","93,89","4,62406015",Negativa,"5,5"
317,2024-06-07,Acopio,Sierra,Orgánico,Mixto,No aplica,"16,9",7,"6,26","4,3","1,82","7,87","6,7",L317-Sie,"6,05","93,74","4,324175824",Negativa,"5,6"
318,2024-02-29,Venta,Costa,Convencional,Mixto,Tiendas especializadas,"24,74",5,"3,64","4,9","0,84","10,9","9,1",L318-Cos,"10,06","96,36","12,97619048",Positiva,"7,7"
319,2024-07-30,Procesamiento,Sierra,Convencional,Refrigerado,No aplica,"18,64",2,"8,91","5,5","1,31","5,23","7,1",L319-Sie,"3,92","91,09","3,992366412",Positiva,"5,9"
320,2024-10-17,Acopio,Selva,Convencional,No refrigerado,No aplica,"23,01",5,"4,64","4,6","1,66","7,28","8,6",L320-Sel,"5,62","95,36","4,385542169",Positiva,"7,7"
321,2024-05-04,Venta,Costa,Convencional,Refrigerado,Ventas directas,"22,15",1,"6,02","4,9",1,"4,26","7,2",L321-Cos,"3,26","93,98","4,26",Positiva,"5,7"
322,2024-05-06,Acopio,Costa,Convencional,No refrigerado,No aplica,"21,34",2,"8,58","6,2","1,49","5,36","6,9",L322-Cos,"3,87","91,42","3,597315436",Negativa,"5,7"
323,2024-08-28,Cosecha,Sierra,Convencional,Refrigerado,No aplica,"17,07",2,"9,49","5,3","0,85","4,16","6,9",L323-Sie,"3,31","90,51","4,894117647",Negativa,"5,5"
324,2024-11-10,Cosecha,Sierra,Convencional,Mixto,No aplica,"16,27",4,"7,12","5,2","1,77","6,18","8,6",L324-Sie,"4,41","92,88","3,491525424",Positiva,"7,6"
325,2024-10-18,Procesamiento,Costa,Convencional,Refrigerado,No aplica,"19,2",4,"5,98","6,5","1,61","4,9","7,4",L325-Cos,"3,29","94,02","3,043478261",Positiva,"6,6"
326,2024-08-15,Distribución,Selva,Orgánico,Refrigerado,No aplica,"22,53",2,"5,98","6,6","2,26","6,91","7,6",L326-Sel,"4,65","94,02","3,057522124",Positiva,7
327,2024-09-28,Distribución,Costa,Convencional,Refrigerado,No aplica,"23,06",5,"4,04","4,8","1,16","5,63","6,9",L327-Cos,"4,47","95,96","4,853448276",Negativa,"5,7"
328,2024-02-07,Cosecha,Sierra,Convencional,Refrigerado,No aplica,"16,44",5,"5,41",5,"1,11","4,49","8,4",L328-Sie,"3,38","94,59","4,045045045",Positiva,"7,8"
329,2024-10-26,Acopio,Sierra,Convencional,No refrigerado,No aplica,"17,06",5,"7,59","5,6","0,88","4,14","8,8",L329-Sie,"3,26","92,41","4,704545455",Positiva,8
330,2024-05-17,Cosecha,Selva,Orgánico,Mixto,No aplica,"22,68",7,"5,83",7,"2,27","5,74","9,5",L330-Sel,"3,47","94,17","2,528634361",Positiva,"8,5"
331,2024-08-12,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"23,86",6,"8,46",4,"1,62","4,16","7,8",L331-Cos,"2,54","91,54","2,567901235",Positiva,"6,7"
332,2024-07-13,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"22,92",5,"3,72","4,4","1,78","6,7",9,L332-Cos,"4,92","96,28","3,764044944",Positiva,"7,9"
333,2024-10-22,Acopio,Sierra,Convencional,No refrigerado,No aplica,"19,84",5,"4,93","6,3","1,03","6,77","9,5",L333-Sie,"5,74","95,07","6,572815534",Positiva,"8,8"
334,2024-03-29,Acopio,Sierra,Convencional,Refrigerado,No aplica,"15,09",1,"8,95","4,1","1,53","5,37","8,6",L334-Sie,"3,84","91,05","3,509803922",Positiva,"7,7"
335,2024-07-12,Venta,Costa,Convencional,Refrigerado,Supermercados,"19,86",4,"8,07","5,5","1,43","9,22","9,5",L335-Cos,"7,79","91,93","6,447552448",Positiva,"8,4"
336,2024-02-05,Cosecha,Sierra,Convencional,No refrigerado,No aplica,"16,07",6,"7,21",5,"1,72","5,63",7,L336-Sie,"3,91","92,79","3,273255814",Positiva,"5,5"
337,2024-07-05,Venta,Costa,Convencional,Mixto,Mercados locales,"23,75",6,"9,62","4,9","0,8","3,82","6,3",L337-Cos,"3,02","90,38","4,775",Negativa,"5,1"
338,2024-02-13,Venta,Costa,Convencional,No refrigerado,Supermercados,"23,26",6,"5,4","4,4","0,89","9,33","7,4",L338-Cos,"8,44","94,6","10,48314607",Positiva,6
339,2024-07-08,Distribución,Costa,Convencional,No refrigerado,No aplica,"21,24",2,"3,1",5,"1,35","4,59","7,8",L339-Cos,"3,24","96,9","3,4",Positiva,"6,5"
340,2024-03-12,Procesamiento,Sierra,En transición,No refrigerado,No aplica,"15,85",2,"7,69",6,"1,79","4,9","7,4",L340-Sie,"3,11","92,31","2,737430168",Positiva,"6,3"
341,2024-02-27,Cosecha,Costa,Orgánico,Refrigerado,No aplica,"21,94",5,"2,53","4,2","2,39","5,86","8,2",L341-Cos,"3,47","97,47","2,451882845",Positiva,"7,5"
342,2024-04-18,Procesamiento,Costa,Convencional,No refrigerado,No aplica,25,2,"7,43","4,4","1,38","6,77","8,6",L342-Cos,"5,39","92,57","4,905797101",Positiva,"7,4"
343,2024-12-07,Acopio,Selva,Convencional,Mixto,No aplica,"20,35",7,"3,18","4,9","1,24","6,47","6,7",L343-Sel,"5,23","96,82","5,217741935",Negativa,"5,6"
344,2024-09-24,Acopio,Costa,Convencional,No refrigerado,No aplica,"20,04",6,"6,79","4,3","0,86","4,42","5,4",L344-Cos,"3,56","93,21","5,139534884",Negativa,"4,3"
345,2024-03-05,Procesamiento,Costa,Orgánico,Refrigerado,No aplica,"22,08",3,"6,14","4,8","1,81","6,45","9,3",L345-Cos,"4,64","93,86","3,563535912",Positiva,"8,3"
346,2024-09-25,Venta,Costa,Convencional,No refrigerado,Supermercados,"24,02",5,"5,51","6,7","0,82","7,26","8,1",L346-Cos,"6,44","94,49","8,853658537",Positiva,"7,1"
347,2024-01-28,Distribución,Costa,Convencional,No refrigerado,No aplica,"24,85",3,"5,89","6,8","1,05","4,48","6,5",L347-Cos,"3,43","94,11","4,266666667",Negativa,"5,7"
348,2024-08-04,Procesamiento,Costa,Convencional,No refrigerado,No aplica,22,4,"6,16","5,1","1,2","4,46","5,9",L348-Cos,"3,26","93,84","3,716666667",Negativa,"4,9"
349,2024-05-17,Acopio,Costa,Convencional,No refrigerado,No aplica,"20,95",2,"9,58","5,9","1,75","4,61","7,7",L349-Cos,"2,86","90,42","2,634285714",Positiva,7
350,2024-01-01,Acopio,Sierra,Orgánico,No refrigerado,No aplica,"15,9",5,"2,98","6,2","1,71","4,23","6,7",L350-Sie,"2,52","97,02","2,473684211",Negativa,"5,4"
351,2024-01-16,Cosecha,Costa,Orgánico,Refrigerado,No aplica,"20,29",4,"2,48","5,7","2,41","5,59","6,3",L351-Cos,"3,18","97,52","2,319502075",Negativa,"5,6"
352,2024-08-09,Procesamiento,Sierra,Convencional,No refrigerado,No aplica,15,2,"8,8","4,2","1,28","6,52","7,8",L352-Sie,"5,24","91,2","5,09375",Positiva,"7,2"
353,2024-12-22,Acopio,Costa,Orgánico,Refrigerado,No aplica,"20,03",4,"2,24","5,2","2,02","6,32","5,4",L353-Cos,"4,3","97,76","3,128712871",Negativa,"4,5"
354,2024-09-14,Cosecha,Sierra,Orgánico,No refrigerado,No aplica,15,6,"2,08","4,7","2,07","5,41","9,2",L354-Sie,"3,34","97,92","2,61352657",Positiva,8
355,2024-07-28,Distribución,Costa,Orgánico,Refrigerado,No aplica,"21,53",5,"7,43","6,5","1,7","5,76",9,L355-Cos,"4,06","92,57","3,388235294",Positiva,"8,1"
356,2024-08-11,Acopio,Sierra,Orgánico,Refrigerado,No aplica,"17,86",1,"2,09","4,7","2,37","4,66","9,3",L356-Sie,"2,29","97,91","1,966244726",Positiva,"8,5"
357,2024-05-02,Acopio,Sierra,Convencional,Refrigerado,No aplica,"18,36",2,"4,98","6,5","1,34","5,5","6,8",L357-Sie,"4,16","95,02","4,104477612",Negativa,"5,7"
358,2024-06-23,Cosecha,Costa,Orgánico,Refrigerado,No aplica,"21,74",5,"7,71","6,7","1,77","4,78",7,L358-Cos,"3,01","92,29","2,700564972",Positiva,"6,2"
359,2024-08-13,Procesamiento,Costa,Orgánico,Refrigerado,No aplica,"24,03",4,"3,55","4,3","2,42","7,11","8,1",L359-Cos,"4,69","96,45","2,938016529",Positiva,"6,7"
360,2024-10-05,Cosecha,Costa,Convencional,Refrigerado,No aplica,"21,09",4,"9,89","6,4","1,56","6,72",7,L360-Cos,"5,16","90,11","4,307692308",Positiva,"5,6"
361,2024-05-16,Venta,Costa,Convencional,Refrigerado,Supermercados,"20,42",4,"4,19","4,2","1,13","9,06","7,5",L361-Cos,"7,93","95,81","8,017699115",Positiva,"6,5"
362,2024-03-06,Acopio,Costa,Convencional,Refrigerado,No aplica,25,5,"4,66","4,3","0,98","7,19","8,3",L362-Cos,"6,21","95,34","7,336734694",Positiva,"7,5"
363,2024-02-14,Procesamiento,Costa,Convencional,No refrigerado,No aplica,25,4,"8,91",5,"1,49","7,85","5,5",L363-Cos,"6,36","91,09","5,268456376",Negativa,"4,3"
364,2024-01-28,Acopio,Costa,Convencional,Mixto,No aplica,23,4,"8,67","4,8","1,53","5,49","6,2",L364-Cos,"3,96","91,33","3,588235294",Negativa,"5,7"
365,2024-06-21,Distribución,Sierra,Orgánico,Refrigerado,No aplica,"17,37",5,"5,71","5,7","1,56","6,53","6,2",L365-Sie,"4,97","94,29","4,185897436",Negativa,"5,2"
366,2024-08-12,Cosecha,Costa,En transición,No refrigerado,No aplica,"20,84",4,"9,91","5,8","1,74","5,4","5,2",L366-Cos,"3,66","90,09","3,103448276",Negativa,"4,4"
367,2024-01-21,Distribución,Costa,Convencional,Refrigerado,No aplica,"21,63",4,"7,9",5,"1,54","5,65","4,8",L367-Cos,"4,11","92,1","3,668831169",Negativa,4
368,2024-11-26,Distribución,Costa,Convencional,Refrigerado,No aplica,"20,94",1,"7,86","4,5","1,12","5,66","5,3",L368-Cos,"4,54","92,14","5,053571429",Negativa,"4,8"
369,2024-01-01,Acopio,Sierra,Orgánico,Refrigerado,No aplica,"15,77",2,"6,29","5,1","1,63","5,01","8,1",L369-Sie,"3,38","93,71","3,073619632",Positiva,7
370,2024-02-11,Cosecha,Costa,Convencional,No refrigerado,No aplica,"22,45",4,"8,66","5,8","1,1","5,02","8,4",L370-Cos,"3,92","91,34","4,563636364",Positiva,"7,2"
371,2024-01-10,Cosecha,Costa,Orgánico,Refrigerado,No aplica,"23,05",5,"4,56","5,8","1,58","4,35",5,L371-Cos,"2,77","95,44","2,753164557",Negativa,4
372,2024-03-09,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"24,67",2,"5,05","4,8","1,13","6,23","9,2",L372-Cos,"5,1","94,95","5,513274336",Positiva,"8,6"
373,2024-04-08,Procesamiento,Costa,Convencional,No refrigerado,No aplica,"20,05",4,"3,34","4,7","1,7","5,02","8,5",L373-Cos,"3,32","96,66","2,952941176",Positiva,7
374,2024-07-24,Venta,Costa,Convencional,No refrigerado,Supermercados,25,5,"4,47","6,9","1,45","9,74","7,2",L374-Cos,"8,29","95,53","6,717241379",Positiva,"6,2"
375,2024-03-10,Acopio,Selva,Orgánico,Refrigerado,No aplica,"18,8",5,"6,03","6,2","2,08","4,83","7,6",L375-Sel,"2,75","93,97","2,322115385",Positiva,"6,5"
376,2024-11-19,Acopio,Costa,Orgánico,Refrigerado,No aplica,"19,51",4,"3,61","4,6","2,28","7,64","9,5",L376-Cos,"5,36","96,39","3,350877193",Positiva,"8,8"
377,2024-07-28,Distribución,Costa,Convencional,Refrigerado,No aplica,"24,48",3,"8,52","6,7","1,07","7,25","9,5",L377-Cos,"6,18","91,48","6,775700935",Positiva,"8,5"
378,2024-05-31,Acopio,Selva,Convencional,Refrigerado,No aplica,"18,31",2,"9,62",6,"1,13",6,"8,3",L378-Sel,"4,87","90,38","5,309734513",Positiva,"7,4"
379,2024-04-18,Acopio,Costa,Convencional,Refrigerado,No aplica,"20,34",3,"8,68","6,8","1,11","7,43","7,5",L379-Cos,"6,32","91,32","6,693693694",Positiva,"6,9"
380,2024-05-02,Distribución,Costa,Convencional,Refrigerado,No aplica,"21,87",3,"9,72","4,7","0,89","4,78","7,8",L380-Cos,"3,89","90,28","5,370786517",Positiva,"7,2"
381,2024-09-26,Venta,Costa,Convencional,No refrigerado,Mercados locales,"20,28",6,"9,87","6,8","1,73","4,21","9,5",L381-Cos,"2,48","90,13","2,433526012",Positiva,"8,2"
382,2024-02-19,Distribución,Costa,Convencional,No refrigerado,No aplica,"20,86",3,"5,14",5,"0,87","5,4","7,9",L382-Cos,"4,53","94,86","6,206896552",Positiva,"7,2"
383,2024-03-19,Distribución,Costa,Convencional,Mixto,No aplica,"23,99",7,"3,97",4,"1,34","7,9","5,9",L383-Cos,"6,56","96,03","5,895522388",Negativa,"5,2"
384,2024-12-22,Acopio,Costa,Convencional,No refrigerado,No aplica,"22,03",6,"5,91","4,2","1,2","5,9","8,6",L384-Cos,"4,7","94,09","4,916666667",Positiva,"7,6"
