time,date,instrument,granularity,open,high,low,close
2026-03-12T11:20:00.000Z,12/3/2026,GOLD,5Min,"5174,055","5178,995","5172,475","5178,755"
2026-03-12T11:15:00.000Z,12/3/2026,GOLD,5Min,"5178,565","5179,025","5174,065","5174,125"
2026-03-12T11:10:00.000Z,12/3/2026,GOLD,5Min,"5181,555","5181,755","5178,475","5178,595"
2026-03-12T11:05:00.000Z,12/3/2026,GOLD,5Min,"5180,795","5181,965","5180,185","5181,585"
2026-03-12T11:00:00.000Z,12/3/2026,GOLD,5Min,"5182,145","5183,695","5179,805","5180,725"
2026-03-12T10:55:00.000Z,12/3/2026,GOLD,5Min,"5179,895","5182,425","5179,655","5182,085"
2026-03-12T10:50:00.000Z,12/3/2026,GOLD,5Min,"5182,158","5182,718","5178,325","5179,825"
2026-03-12T10:45:00.000Z,12/3/2026,GOLD,5Min,"5181,735","5183,885","5180,965","5182,165"
2026-03-12T10:40:00.000Z,12/3/2026,GOLD,5Min,"5179,435","5182,955","5178,705","5181,755"
2026-03-12T10:35:00.000Z,12/3/2026,GOLD,5Min,"5181,238","5181,505","5175,895","5179,395"
2026-03-12T10:30:00.000Z,12/3/2026,GOLD,5Min,"5180,495","5182,605","5178,445","5181,185"
2026-03-12T10:25:00.000Z,12/3/2026,GOLD,5Min,"5184,635","5184,795","5179,845","5180,125"
2026-03-12T10:20:00.000Z,12/3/2026,GOLD,5Min,"5184,945","5185,815","5183,025","5184,685"
2026-03-12T10:15:00.000Z,12/3/2026,GOLD,5Min,"5186,635","5186,928","5182,875","5184,925"
2026-03-12T10:10:00.000Z,12/3/2026,GOLD,5Min,"5187,698","5190,438","5186,818","5186,818"
2026-03-12T10:05:00.000Z,12/3/2026,GOLD,5Min,"5188,085","5191,388","5187,698","5187,698"
2026-03-12T10:00:00.000Z,12/3/2026,GOLD,5Min,"5187,925","5191,315","5186,625","5188,105"
2026-03-12T09:55:00.000Z,12/3/2026,GOLD,5Min,"5183,625","5190,055","5182,465","5187,955"
2026-03-12T09:50:00.000Z,12/3/2026,GOLD,5Min,"5183,655","5186,635","5183,135","5183,635"
2026-03-12T09:45:00.000Z,12/3/2026,GOLD,5Min,"5184,435","5186,235","5183,215","5183,695"
2026-03-12T09:40:00.000Z,12/3/2026,GOLD,5Min,"5184,815","5187,315","5183,155","5184,455"
2026-03-12T09:35:00.000Z,12/3/2026,GOLD,5Min,"5184,055","5186,425","5182,275","5184,795"
2026-03-12T09:30:00.000Z,12/3/2026,GOLD,5Min,"5179,945","5185,585","5179,945","5184,085"
2026-03-12T09:25:00.000Z,12/3/2026,GOLD,5Min,"5175,818","5181,215","5175,458","5179,875"
2026-03-12T09:20:00.000Z,12/3/2026,GOLD,5Min,"5176,835","5177,225","5174,225","5175,758"
2026-03-12T09:15:00.000Z,12/3/2026,GOLD,5Min,"5176,275","5178,805","5175,405","5176,755"
2026-03-12T09:10:00.000Z,12/3/2026,GOLD,5Min,"5179,595","5179,685","5175,508","5176,335"
2026-03-12T09:05:00.000Z,12/3/2026,GOLD,5Min,"5177,325","5181,015","5175,395","5179,615"
2026-03-12T09:00:00.000Z,12/3/2026,GOLD,5Min,"5177,965","5180,285","5176,905","5177,235"
2026-03-12T08:55:00.000Z,12/3/2026,GOLD,5Min,"5178,765","5180,235","5177,585","5177,955"
2026-03-12T08:50:00.000Z,12/3/2026,GOLD,5Min,"5179,575","5180,355","5175,515","5178,715"
2026-03-12T08:45:00.000Z,12/3/2026,GOLD,5Min,"5181,435","5182,685","5175,865","5179,555"
2026-03-12T08:40:00.000Z,12/3/2026,GOLD,5Min,"5180,195","5181,595","5177,958","5181,055"
2026-03-12T08:35:00.000Z,12/3/2026,GOLD,5Min,"5180,535","5181,625","5179,585","5180,145"
2026-03-12T08:30:00.000Z,12/3/2026,GOLD,5Min,"5177,205","5181,145","5177,205","5180,555"
2026-03-12T08:25:00.000Z,12/3/2026,GOLD,5Min,"5178,025","5180,165","5176,845","5177,245"
2026-03-12T08:20:00.000Z,12/3/2026,GOLD,5Min,"5181,458","5181,658","5178,055","5178,055"
2026-03-12T08:15:00.000Z,12/3/2026,GOLD,5Min,"5181,258","5184,158","5180,648","5181,368"
2026-03-12T08:10:00.000Z,12/3/2026,GOLD,5Min,"5183,505","5188,545","5180,408","5181,265"
2026-03-12T08:05:00.000Z,12/3/2026,GOLD,5Min,"5184,355","5185,635","5181,695","5183,555"
2026-03-12T08:00:00.000Z,12/3/2026,GOLD,5Min,"5182,225","5189,405","5181,325","5184,515"
2026-03-12T07:55:00.000Z,12/3/2026,GOLD,5Min,"5178,545","5182,425","5176,875","5181,858"
2026-03-12T07:50:00.000Z,12/3/2026,GOLD,5Min,"5179,025","5180,135","5175,655","5178,575"
2026-03-12T07:45:00.000Z,12/3/2026,GOLD,5Min,"5178,695","5185,085","5178,458","5178,995"
2026-03-12T07:40:00.000Z,12/3/2026,GOLD,5Min,"5167,908","5179,805","5167,778","5178,675"
2026-03-12T07:35:00.000Z,12/3/2026,GOLD,5Min,"5170,075","5170,725","5167,958","5168,095"
2026-03-12T07:30:00.000Z,12/3/2026,GOLD,5Min,"5168,865","5173,175","5168,095","5170,045"
2026-03-12T07:25:00.000Z,12/3/2026,GOLD,5Min,"5168,495","5169,378","5166,105","5168,885"
2026-03-12T07:20:00.000Z,12/3/2026,GOLD,5Min,"5167,295","5168,565","5165,825","5168,475"
2026-03-12T07:15:00.000Z,12/3/2026,GOLD,5Min,"5169,925","5170,415","5166,325","5167,275"
2026-03-12T07:10:00.000Z,12/3/2026,GOLD,5Min,"5166,145","5170,265","5165,938","5169,955"
2026-03-12T07:05:00.000Z,12/3/2026,GOLD,5Min,"5166,355","5168,205","5165,385","5166,175"
2026-03-12T07:00:00.000Z,12/3/2026,GOLD,5Min,"5165,905","5167,465","5164,205","5166,325"
2026-03-12T06:55:00.000Z,12/3/2026,GOLD,5Min,"5168,095","5168,275","5165,005","5165,885"
2026-03-12T06:50:00.000Z,12/3/2026,GOLD,5Min,"5167,975","5170,125","5166,145","5168,125"
2026-03-12T06:45:00.000Z,12/3/2026,GOLD,5Min,"5168,375","5170,015","5167,035","5168,005"
2026-03-12T06:40:00.000Z,12/3/2026,GOLD,5Min,"5164,375","5169,615","5163,325","5168,405"
2026-03-12T06:35:00.000Z,12/3/2026,GOLD,5Min,"5161,035","5164,428","5159,535","5164,355"
2026-03-12T06:30:00.000Z,12/3/2026,GOLD,5Min,"5156,238","5161,915","5155,615","5160,955"
2026-03-12T06:25:00.000Z,12/3/2026,GOLD,5Min,"5155,495","5157,455","5155,435","5156,218"
2026-03-12T06:20:00.000Z,12/3/2026,GOLD,5Min,"5150,385","5156,035","5147,025","5155,475"
2026-03-12T06:15:00.000Z,12/3/2026,GOLD,5Min,"5154,275","5154,365","5150,155","5150,445"
2026-03-12T06:10:00.000Z,12/3/2026,GOLD,5Min,"5154,145","5155,755","5151,445","5154,245"
2026-03-12T06:05:00.000Z,12/3/2026,GOLD,5Min,"5155,065","5155,135","5152,015","5154,165"
2026-03-12T06:00:00.000Z,12/3/2026,GOLD,5Min,"5154,345","5157,455","5154,345","5154,995"
2026-03-12T05:55:00.000Z,12/3/2026,GOLD,5Min,"5152,978","5157,655","5151,605","5154,365"
2026-03-12T05:50:00.000Z,12/3/2026,GOLD,5Min,"5156,495","5156,515","5151,275","5152,978"
2026-03-12T05:45:00.000Z,12/3/2026,GOLD,5Min,"5153,205","5156,675","5152,795","5156,495"
2026-03-12T05:40:00.000Z,12/3/2026,GOLD,5Min,"5149,185","5154,205","5148,265","5153,185"
2026-03-12T05:35:00.000Z,12/3/2026,GOLD,5Min,"5147,155","5152,295","5146,645","5149,155"
2026-03-12T05:30:00.000Z,12/3/2026,GOLD,5Min,"5142,715","5149,485","5140,905","5147,015"
2026-03-12T05:25:00.000Z,12/3/2026,GOLD,5Min,"5140,845","5143,015","5136,855","5142,675"
2026-03-12T05:20:00.000Z,12/3/2026,GOLD,5Min,"5147,035","5147,035","5141,195","5141,195"
2026-03-12T05:15:00.000Z,12/3/2026,GOLD,5Min,"5146,085","5148,685","5144,885","5147,035"
2026-03-12T05:10:00.000Z,12/3/2026,GOLD,5Min,"5146,525","5148,975","5145,105","5146,045"
2026-03-12T05:05:00.000Z,12/3/2026,GOLD,5Min,"5144,925","5146,895","5141,025","5146,545"
2026-03-12T05:00:00.000Z,12/3/2026,GOLD,5Min,"5142,365","5145,855","5142,145","5144,905"
2026-03-12T04:55:00.000Z,12/3/2026,GOLD,5Min,"5142,635","5142,935","5140,205","5142,275"
2026-03-12T04:50:00.000Z,12/3/2026,GOLD,5Min,"5145,055","5145,875","5141,975","5142,615"
2026-03-12T04:45:00.000Z,12/3/2026,GOLD,5Min,"5143,715","5146,425","5142,658","5145,285"
2026-03-12T04:40:00.000Z,12/3/2026,GOLD,5Min,"5145,045","5146,595","5143,498","5143,685"
2026-03-12T04:35:00.000Z,12/3/2026,GOLD,5Min,"5148,035","5149,615","5144,215","5145,125"
2026-03-12T04:30:00.000Z,12/3/2026,GOLD,5Min,"5152,285","5152,345","5147,898","5148,105"
2026-03-12T04:25:00.000Z,12/3/2026,GOLD,5Min,"5150,685","5153,025","5149,955","5152,315"
2026-03-12T04:20:00.000Z,12/3/2026,GOLD,5Min,"5153,515","5153,535","5150,295","5150,655"
2026-03-12T04:15:00.000Z,12/3/2026,GOLD,5Min,"5151,865","5153,675","5151,395","5153,515"
2026-03-12T04:10:00.000Z,12/3/2026,GOLD,5Min,"5152,505","5152,995","5151,325","5151,815"
2026-03-12T04:05:00.000Z,12/3/2026,GOLD,5Min,"5152,475","5152,895","5151,625","5152,525"
2026-03-12T04:00:00.000Z,12/3/2026,GOLD,5Min,"5152,848","5152,848","5149,598","5152,545"
2026-03-12T03:55:00.000Z,12/3/2026,GOLD,5Min,"5152,485","5154,245","5151,715","5152,648"
2026-03-12T03:50:00.000Z,12/3/2026,GOLD,5Min,"5153,225","5153,935","5152,025","5152,505"
2026-03-12T03:45:00.000Z,12/3/2026,GOLD,5Min,"5152,285","5153,595","5150,995","5153,205"
2026-03-12T03:40:00.000Z,12/3/2026,GOLD,5Min,"5148,505","5153,525","5148,305","5152,305"
2026-03-12T03:35:00.000Z,12/3/2026,GOLD,5Min,"5149,265","5152,155","5147,635","5148,495"
2026-03-12T03:30:00.000Z,12/3/2026,GOLD,5Min,"5151,585","5153,415","5147,895","5149,278"
2026-03-12T03:25:00.000Z,12/3/2026,GOLD,5Min,"5151,175","5152,935","5148,865","5151,445"
2026-03-12T03:20:00.000Z,12/3/2026,GOLD,5Min,"5152,325","5154,838","5150,925","5151,235"
2026-03-12T03:15:00.000Z,12/3/2026,GOLD,5Min,"5153,785","5154,065","5147,005","5152,255"
2026-03-12T03:10:00.000Z,12/3/2026,GOLD,5Min,"5152,885","5155,315","5151,835","5153,805"
2026-03-12T03:05:00.000Z,12/3/2026,GOLD,5Min,"5152,215","5154,375","5150,275","5152,855"
2026-03-12T03:00:00.000Z,12/3/2026,GOLD,5Min,"5150,555","5155,515","5148,325","5152,255"
2026-03-12T02:55:00.000Z,12/3/2026,GOLD,5Min,"5151,215","5154,385","5150,105","5150,555"
2026-03-12T02:50:00.000Z,12/3/2026,GOLD,5Min,"5150,435","5154,075","5145,525","5151,325"
2026-03-12T02:45:00.000Z,12/3/2026,GOLD,5Min,"5157,345","5158,025","5148,425","5150,375"
2026-03-12T02:40:00.000Z,12/3/2026,GOLD,5Min,"5160,305","5161,425","5155,395","5157,315"
2026-03-12T02:35:00.000Z,12/3/2026,GOLD,5Min,"5165,178","5165,745","5159,325","5160,265"
2026-03-12T02:30:00.000Z,12/3/2026,GOLD,5Min,"5167,955","5171,285","5163,925","5165,178"
2026-03-12T02:25:00.000Z,12/3/2026,GOLD,5Min,"5169,355","5171,835","5166,858","5167,935"
2026-03-12T02:20:00.000Z,12/3/2026,GOLD,5Min,"5173,845","5174,945","5168,245","5169,295"
2026-03-12T02:15:00.000Z,12/3/2026,GOLD,5Min,"5173,945","5174,245","5170,295","5173,865"
2026-03-12T02:10:00.000Z,12/3/2026,GOLD,5Min,"5173,555","5174,375","5171,145","5173,975"
2026-03-12T02:05:00.000Z,12/3/2026,GOLD,5Min,"5171,525","5173,795","5168,618","5173,505"
2026-03-12T02:00:00.000Z,12/3/2026,GOLD,5Min,"5168,265","5172,815","5167,115","5171,495"
2026-03-12T01:55:00.000Z,12/3/2026,GOLD,5Min,"5167,115","5168,515","5164,135","5168,295"
2026-03-12T01:50:00.000Z,12/3/2026,GOLD,5Min,"5171,595","5171,725","5166,555","5167,145"
2026-03-12T01:45:00.000Z,12/3/2026,GOLD,5Min,"5169,675","5172,825","5167,395","5171,635"
2026-03-12T01:40:00.000Z,12/3/2026,GOLD,5Min,"5162,625","5170,225","5161,095","5169,635"
2026-03-12T01:35:00.000Z,12/3/2026,GOLD,5Min,"5157,995","5164,395","5156,108","5162,575"
2026-03-12T01:30:00.000Z,12/3/2026,GOLD,5Min,"5157,365","5159,095","5154,505","5158,195"
2026-03-12T01:25:00.000Z,12/3/2026,GOLD,5Min,"5159,575","5160,625","5154,485","5157,365"
2026-03-12T01:20:00.000Z,12/3/2026,GOLD,5Min,"5159,055","5160,945","5155,085","5159,595"
2026-03-12T01:15:00.000Z,12/3/2026,GOLD,5Min,"5157,045","5159,415","5151,155","5158,945"
2026-03-12T01:10:00.000Z,12/3/2026,GOLD,5Min,"5156,245","5159,075","5153,585","5156,955"
2026-03-12T01:05:00.000Z,12/3/2026,GOLD,5Min,"5158,485","5159,005","5152,035","5156,225"
2026-03-12T01:00:00.000Z,12/3/2026,GOLD,5Min,"5152,745","5166,635","5151,598","5158,365"
2026-03-12T00:55:00.000Z,12/3/2026,GOLD,5Min,"5154,625","5154,775","5151,565","5152,705"
2026-03-12T00:50:00.000Z,12/3/2026,GOLD,5Min,"5153,035","5155,815","5152,465","5154,725"
2026-03-12T00:45:00.000Z,12/3/2026,GOLD,5Min,"5153,935","5154,845","5149,905","5152,995"
2026-03-12T00:40:00.000Z,12/3/2026,GOLD,5Min,"5157,425","5158,498","5153,855","5153,985"
2026-03-12T00:35:00.000Z,12/3/2026,GOLD,5Min,"5152,818","5161,235","5151,795","5157,445"
2026-03-12T00:30:00.000Z,12/3/2026,GOLD,5Min,"5152,345","5155,205","5151,045","5152,735"
2026-03-12T00:25:00.000Z,12/3/2026,GOLD,5Min,"5148,735","5157,965","5148,735","5152,355"
2026-03-12T00:20:00.000Z,12/3/2026,GOLD,5Min,"5141,555","5148,825","5140,635","5148,735"
2026-03-12T00:15:00.000Z,12/3/2026,GOLD,5Min,"5138,605","5143,845","5138,605","5141,515"
2026-03-12T00:10:00.000Z,12/3/2026,GOLD,5Min,"5137,265","5141,895","5135,835","5138,585"
2026-03-12T00:05:00.000Z,12/3/2026,GOLD,5Min,"5130,905","5138,335","5125,185","5137,325"
2026-03-12T00:00:00.000Z,12/3/2026,GOLD,5Min,"5134,225","5135,645","5125,285","5130,885"
2026-03-11T23:55:00.000Z,11/3/2026,GOLD,5Min,"5141,495","5144,785","5132,765","5134,205"
2026-03-11T23:50:00.000Z,11/3/2026,GOLD,5Min,"5142,975","5143,485","5138,885","5141,525"
2026-03-11T23:45:00.000Z,11/3/2026,GOLD,5Min,"5146,675","5147,095","5137,838","5142,955"
2026-03-11T23:40:00.000Z,11/3/2026,GOLD,5Min,"5149,795","5152,865","5146,315","5146,735"
2026-03-11T23:35:00.000Z,11/3/2026,GOLD,5Min,"5150,015","5152,825","5145,695","5149,775"
2026-03-11T23:30:00.000Z,11/3/2026,GOLD,5Min,"5155,705","5157,605","5149,905","5149,995"
2026-03-11T23:25:00.000Z,11/3/2026,GOLD,5Min,"5152,678","5156,705","5152,415","5155,665"
2026-03-11T23:20:00.000Z,11/3/2026,GOLD,5Min,"5153,275","5154,995","5150,695","5152,658"
2026-03-11T23:15:00.000Z,11/3/2026,GOLD,5Min,"5151,805","5155,175","5149,965","5153,245"
2026-03-11T23:10:00.000Z,11/3/2026,GOLD,5Min,"5147,518","5153,745","5146,915","5151,785"
2026-03-11T23:05:00.000Z,11/3/2026,GOLD,5Min,"5146,848","5150,798","5145,448","5147,458"
2026-03-11T23:00:00.000Z,11/3/2026,GOLD,5Min,"5138,075","5148,638","5133,645","5146,848"
2026-03-11T22:55:00.000Z,11/3/2026,GOLD,5Min,"5155,935","5158,065","5129,175","5138,498"
2026-03-11T22:50:00.000Z,11/3/2026,GOLD,5Min,"5167,915","5168,885","5154,945","5155,905"
2026-03-11T22:45:00.000Z,11/3/2026,GOLD,5Min,"5158,345","5168,105","5158,345","5167,835"
2026-03-11T22:40:00.000Z,11/3/2026,GOLD,5Min,"5160,145","5162,105","5152,988","5158,315"
2026-03-11T22:35:00.000Z,11/3/2026,GOLD,5Min,"5164,995","5166,045","5157,978","5160,098"
2026-03-11T22:30:00.000Z,11/3/2026,GOLD,5Min,"5169,685","5169,735","5164,985","5165,025"
2026-03-11T22:25:00.000Z,11/3/2026,GOLD,5Min,"5172,205","5174,245","5165,185","5169,665"
2026-03-11T22:20:00.000Z,11/3/2026,GOLD,5Min,"5174,625","5176,825","5171,985","5172,165"
2026-03-11T22:15:00.000Z,11/3/2026,GOLD,5Min,"5175,105","5175,575","5173,785","5174,695"
2026-03-11T22:10:00.000Z,11/3/2026,GOLD,5Min,"5172,945","5175,815","5171,635","5174,845"
2026-03-11T22:05:00.000Z,11/3/2026,GOLD,5Min,"5177,785","5178,045","5167,691","5172,925"
2026-03-11T22:00:00.000Z,11/3/2026,GOLD,5Min,"5178,078","5183,335","5175,125","5177,805"
2026-03-11T21:55:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:50:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:45:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:40:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:35:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:30:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:25:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:20:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:15:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:10:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:05:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T21:00:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5176,115","5176,115","5176,115"
2026-03-11T20:55:00.000Z,11/3/2026,GOLD,5Min,"5177,438","5177,498","5175,205","5176,115"
2026-03-11T20:50:00.000Z,11/3/2026,GOLD,5Min,"5176,155","5178,155","5176,055","5177,438"
2026-03-11T20:45:00.000Z,11/3/2026,GOLD,5Min,"5176,115","5177,755","5175,445","5176,175"
2026-03-11T20:40:00.000Z,11/3/2026,GOLD,5Min,"5176,785","5177,475","5175,805","5176,155"
2026-03-11T20:35:00.000Z,11/3/2026,GOLD,5Min,"5176,435","5177,715","5175,725","5176,725"
2026-03-11T20:30:00.000Z,11/3/2026,GOLD,5Min,"5177,415","5177,815","5176,268","5176,385"
2026-03-11T20:25:00.000Z,11/3/2026,GOLD,5Min,"5178,335","5178,818","5177,218","5177,475"
2026-03-11T20:20:00.000Z,11/3/2026,GOLD,5Min,"5175,725","5178,875","5174,825","5178,285"
2026-03-11T20:15:00.000Z,11/3/2026,GOLD,5Min,"5177,548","5177,548","5175,458","5175,695"
2026-03-11T20:10:00.000Z,11/3/2026,GOLD,5Min,"5178,335","5178,798","5176,425","5177,595"
2026-03-11T20:05:00.000Z,11/3/2026,GOLD,5Min,"5179,725","5180,035","5177,655","5178,325"
2026-03-11T20:00:00.000Z,11/3/2026,GOLD,5Min,"5182,975","5183,345","5177,798","5179,625"
2026-03-11T19:55:00.000Z,11/3/2026,GOLD,5Min,"5180,925","5183,295","5178,725","5182,965"
2026-03-11T19:50:00.000Z,11/3/2026,GOLD,5Min,"5177,825","5182,115","5177,188","5180,905"
2026-03-11T19:45:00.000Z,11/3/2026,GOLD,5Min,"5179,445","5179,635","5176,605","5177,785"
2026-03-11T19:40:00.000Z,11/3/2026,GOLD,5Min,"5177,685","5179,688","5177,035","5179,375"
2026-03-11T19:35:00.000Z,11/3/2026,GOLD,5Min,"5177,968","5178,245","5176,305","5177,625"
2026-03-11T19:30:00.000Z,11/3/2026,GOLD,5Min,"5176,885","5178,135","5175,888","5177,898"
2026-03-11T19:25:00.000Z,11/3/2026,GOLD,5Min,"5174,605","5177,495","5174,408","5176,855"
2026-03-11T19:20:00.000Z,11/3/2026,GOLD,5Min,"5175,555","5176,945","5172,765","5174,535"
2026-03-11T19:15:00.000Z,11/3/2026,GOLD,5Min,"5172,115","5175,708","5171,535","5175,515"
2026-03-11T19:10:00.000Z,11/3/2026,GOLD,5Min,"5172,895","5174,205","5171,608","5172,255"
2026-03-11T19:05:00.000Z,11/3/2026,GOLD,5Min,"5171,365","5173,495","5170,665","5172,875"
2026-03-11T19:00:00.000Z,11/3/2026,GOLD,5Min,"5172,265","5172,805","5168,998","5171,335"
2026-03-11T18:55:00.000Z,11/3/2026,GOLD,5Min,"5174,138","5174,745","5169,938","5172,205"
2026-03-11T18:50:00.000Z,11/3/2026,GOLD,5Min,"5176,095","5177,338","5173,898","5174,145"
2026-03-11T18:45:00.000Z,11/3/2026,GOLD,5Min,"5177,108","5177,758","5175,555","5176,075"
2026-03-11T18:40:00.000Z,11/3/2026,GOLD,5Min,"5177,215","5178,125","5175,838","5176,865"
2026-03-11T18:35:00.000Z,11/3/2026,GOLD,5Min,"5177,005","5177,905","5176,505","5177,245"
2026-03-11T18:30:00.000Z,11/3/2026,GOLD,5Min,"5177,358","5178,225","5176,455","5176,965"
2026-03-11T18:25:00.000Z,11/3/2026,GOLD,5Min,"5176,945","5178,325","5176,035","5177,315"
2026-03-11T18:20:00.000Z,11/3/2026,GOLD,5Min,"5176,535","5177,448","5174,625","5176,945"
2026-03-11T18:15:00.000Z,11/3/2026,GOLD,5Min,"5171,825","5177,085","5171,685","5176,525"
2026-03-11T18:10:00.000Z,11/3/2026,GOLD,5Min,"5172,335","5173,585","5170,505","5171,875"
2026-03-11T18:05:00.000Z,11/3/2026,GOLD,5Min,"5170,905","5174,965","5169,458","5172,395"
2026-03-11T18:00:00.000Z,11/3/2026,GOLD,5Min,"5169,555","5171,345","5168,965","5170,905"
2026-03-11T17:55:00.000Z,11/3/2026,GOLD,5Min,"5167,365","5169,875","5164,275","5169,605"
2026-03-11T17:50:00.000Z,11/3/2026,GOLD,5Min,"5165,998","5168,315","5165,595","5167,335"
2026-03-11T17:45:00.000Z,11/3/2026,GOLD,5Min,"5162,995","5166,115","5161,035","5165,995"
2026-03-11T17:40:00.000Z,11/3/2026,GOLD,5Min,"5158,685","5162,945","5154,165","5162,945"
2026-03-11T17:35:00.000Z,11/3/2026,GOLD,5Min,"5167,875","5168,315","5158,118","5158,755"
2026-03-11T17:30:00.000Z,11/3/2026,GOLD,5Min,"5171,738","5172,218","5165,568","5167,678"
2026-03-11T17:25:00.000Z,11/3/2026,GOLD,5Min,"5171,958","5173,838","5169,358","5171,738"
2026-03-11T17:20:00.000Z,11/3/2026,GOLD,5Min,"5171,035","5173,858","5169,678","5171,958"
2026-03-11T17:15:00.000Z,11/3/2026,GOLD,5Min,"5175,555","5177,825","5169,778","5171,178"
2026-03-11T17:10:00.000Z,11/3/2026,GOLD,5Min,"5180,185","5180,215","5174,318","5175,555"
2026-03-11T17:05:00.000Z,11/3/2026,GOLD,5Min,"5178,055","5180,815","5177,615","5180,215"
2026-03-11T17:00:00.000Z,11/3/2026,GOLD,5Min,"5175,475","5179,115","5174,605","5178,055"
2026-03-11T16:55:00.000Z,11/3/2026,GOLD,5Min,"5173,325","5176,965","5171,085","5175,455"
2026-03-11T16:50:00.000Z,11/3/2026,GOLD,5Min,"5171,175","5173,845","5170,045","5173,285"
2026-03-11T16:45:00.000Z,11/3/2026,GOLD,5Min,"5174,055","5177,615","5170,895","5171,205"
2026-03-11T16:40:00.000Z,11/3/2026,GOLD,5Min,"5174,755","5176,425","5173,095","5174,025"
2026-03-11T16:35:00.000Z,11/3/2026,GOLD,5Min,"5171,298","5175,055","5169,798","5174,755"
2026-03-11T16:30:00.000Z,11/3/2026,GOLD,5Min,"5166,575","5172,198","5165,648","5171,298"
2026-03-11T16:25:00.000Z,11/3/2026,GOLD,5Min,"5168,978","5170,315","5163,945","5166,698"
2026-03-11T16:20:00.000Z,11/3/2026,GOLD,5Min,"5167,265","5170,125","5165,025","5168,995"
2026-03-11T16:15:00.000Z,11/3/2026,GOLD,5Min,"5172,055","5172,315","5165,025","5167,295"
2026-03-11T16:10:00.000Z,11/3/2026,GOLD,5Min,"5165,638","5172,355","5165,015","5172,155"
2026-03-11T16:05:00.000Z,11/3/2026,GOLD,5Min,"5166,145","5168,385","5163,345","5165,638"
2026-03-11T16:00:00.000Z,11/3/2026,GOLD,5Min,"5166,075","5171,265","5164,365","5166,125"
2026-03-11T15:55:00.000Z,11/3/2026,GOLD,5Min,"5171,805","5172,485","5165,625","5166,105"
2026-03-11T15:50:00.000Z,11/3/2026,GOLD,5Min,"5170,185","5174,975","5168,235","5171,875"
2026-03-11T15:45:00.000Z,11/3/2026,GOLD,5Min,"5169,125","5170,998","5163,675","5170,145"
2026-03-11T15:40:00.000Z,11/3/2026,GOLD,5Min,"5169,635","5173,635","5166,125","5169,175"
2026-03-11T15:35:00.000Z,11/3/2026,GOLD,5Min,"5168,685","5173,925","5167,195","5169,615"
2026-03-11T15:30:00.000Z,11/3/2026,GOLD,5Min,"5172,405","5172,405","5167,255","5168,635"
2026-03-11T15:25:00.000Z,11/3/2026,GOLD,5Min,"5177,955","5179,098","5171,365","5172,255"
2026-03-11T15:20:00.000Z,11/3/2026,GOLD,5Min,"5174,525","5178,695","5173,945","5178,025"
2026-03-11T15:15:00.000Z,11/3/2026,GOLD,5Min,"5170,458","5175,265","5168,095","5174,475"
2026-03-11T15:10:00.000Z,11/3/2026,GOLD,5Min,"5180,875","5180,955","5170,315","5170,545"
2026-03-11T15:05:00.000Z,11/3/2026,GOLD,5Min,"5179,965","5181,435","5173,585","5180,945"
2026-03-11T15:00:00.000Z,11/3/2026,GOLD,5Min,"5182,945","5185,495","5178,375","5179,935"
2026-03-11T14:55:00.000Z,11/3/2026,GOLD,5Min,"5190,325","5190,915","5181,575","5182,975"
2026-03-11T14:50:00.000Z,11/3/2026,GOLD,5Min,"5188,345","5193,185","5185,778","5190,395"
2026-03-11T14:45:00.000Z,11/3/2026,GOLD,5Min,"5183,105","5189,318","5180,118","5188,295"
2026-03-11T14:40:00.000Z,11/3/2026,GOLD,5Min,"5185,405","5185,425","5174,165","5182,935"
2026-03-11T14:35:00.000Z,11/3/2026,GOLD,5Min,"5185,525","5190,035","5182,325","5185,455"
2026-03-11T14:30:00.000Z,11/3/2026,GOLD,5Min,"5193,898","5195,898","5184,225","5185,605"
2026-03-11T14:25:00.000Z,11/3/2026,GOLD,5Min,"5188,655","5195,195","5181,975","5193,905"
2026-03-11T14:20:00.000Z,11/3/2026,GOLD,5Min,"5188,025","5189,085","5185,665","5188,655"
2026-03-11T14:15:00.000Z,11/3/2026,GOLD,5Min,"5189,675","5191,165","5186,408","5188,005"
